gene;2h;6h;16h;24h;48h;72h;;;;;;;;;
MSF;84,58;39,49;22,91;45,71;56,97;36,99;;;;;;;;;
ORC5L;65,50;30,87;44,76;89,40;80,62;67,56;;;;;;;;;
PSMB1;78,29;114,70;69,97;99,21;75,90;66,62;;;;;;;;;
FLJ11280;131,45;98,28;132,79;180,53;252,24;201,13;;;;;;;;;
I_944462;120,65;110,76;59,49;52,80;69,73;35,34;;;;;;;;;
MRG15;84,62;81,04;48,19;82,37;67,43;58,35;;;;;;;;;
MGC5302;66,71;86,35;84,29;141,48;122,03;94,57;;;;;;;;;
SNX6;60,17;83,45;45,94;82,78;92,70;71,38;;;;;;;;;
ZNF146;76,73;165,54;102,30;122,85;115,64;77,42;;;;;;;;;
CD164;59,94;122,54;93,87;125,69;89,80;59,70;;;;;;;;;
I_958923;119,14;108,64;112,67;129,75;164,85;199,03;;;;;;;;;
NME2;97,18;131,42;133,38;115,80;93,58;107,11;;;;;;;;;
DKFZp762E1312;36,68;38,10;36,69;46,69;24,58;17,36;;;;;;;;;
I_941555;105,91;121,49;64,26;100,14;148,74;117,67;;;;;;;;;
I_965379;91,70;146,84;119,24;94,20;102,80;72,90;;;;;;;;;
SPARC;124,34;101,98;87,18;89,66;146,94;171,57;;;;;;;;;
P115;91,70;83,39;56,48;95,00;108,50;97,73;;;;;;;;;
KIAA1007;94,53;69,09;42,74;70,56;65,37;48,88;;;;;;;;;
GNAQ;91,15;47,47;34,76;58,28;53,65;41,01;;;;;;;;;
TIF1;85,62;50,99;66,39;86,34;80,14;87,04;;;;;;;;;
LGALS3BP;137,81;128,01;172,05;190,98;199,62;152,35;;;;;;;;;
DKFZP564G092;75,81;28,86;19,84;41,97;46,94;42,56;;;;;;;;;
IDS;59,79;108,41;106,32;128,67;110,98;76,68;;;;;;;;;
RASA1;56,40;22,59;20,79;36,71;35,20;25,23;;;;;;;;;
PJA1;110,27;154,56;149,96;152,72;112,99;91,92;;;;;;;;;
DKFZP586M0122;115,06;106,80;107,03;65,17;99,76;91,77;;;;;;;;;
LHX2;86,52;165,24;140,68;135,34;104,47;71,79;;;;;;;;;
I_1100042;74,74;131,62;131,03;142,77;86,78;97,28;;;;;;;;;
CBLB;58,68;19,28;43,59;60,01;79,87;51,38;;;;;;;;;
SHOC2;80,43;46,97;52,05;79,97;67,66;64,15;;;;;;;;;
TSBP;98,89;134,71;145,39;206,07;150,99;143,46;;;;;;;;;
SDCCAG16;126,33;205,54;172,92;161,45;129,93;109,12;;;;;;;;;
MAP2K1IP1;60,34;109,30;99,03;122,37;86,83;74,98;;;;;;;;;
PSMD1;110,46;77,60;37,76;46,84;59,71;48,53;;;;;;;;;
I_948020;115,50;172,25;122,04;75,34;160,68;112,73;;;;;;;;;
I_964556;90,99;77,74;73,10;58,55;88,33;71,97;;;;;;;;;
PPP3CC;83,43;43,41;48,12;98,90;94,41;79,76;;;;;;;;;
CYFIP2;140,13;101,55;97,51;93,78;149,94;164,95;;;;;;;;;
DKFZp761C121;58,84;69,07;63,56;109,32;86,20;62,37;;;;;;;;;
TUBA2;127,71;101,77;75,70;49,85;38,40;57,72;;;;;;;;;
MGC4368;122,95;90,53;152,25;186,25;116,47;167,04;;;;;;;;;
PRCC;134,33;89,31;133,24;117,32;145,99;119,32;;;;;;;;;
SHMT2;154,64;166,73;179,27;129,78;114,79;108,04;;;;;;;;;
PMSCL2;103,69;72,92;64,56;107,44;88,58;71,29;;;;;;;;;
NOL5A;90,76;156,41;138,36;101,82;99,43;155,95;;;;;;;;;
ZFP37;85,93;148,37;104,72;163,20;85,69;86,39;;;;;;;;;
RGL;96,10;37,92;50,77;75,78;70,51;63,20;;;;;;;;;
I_1201929;95,19;57,24;41,90;60,25;57,62;50,36;;;;;;;;;
FLJ20432;73,78;204,61;146,33;149,14;132,43;103,68;;;;;;;;;
IFITM2;128,25;131,39;174,49;162,96;285,92;276,75;;;;;;;;;
SLC16A6;81,88;104,62;65,12;126,35;104,36;102,04;;;;;;;;;
NDUFA8;120,78;137,66;120,55;152,00;190,96;175,07;;;;;;;;;
SERPINI1;84,41;165,16;134,66;185,87;116,53;197,53;;;;;;;;;
FLJ11222;74,58;90,86;54,65;65,94;60,22;30,27;;;;;;;;;
CD58;60,75;69,09;67,41;127,29;92,72;107,18;;;;;;;;;
FLJ10858;49,57;50,08;41,32;74,00;68,37;28,23;;;;;;;;;
DAAM1;96,58;40,51;66,91;91,30;96,18;109,44;;;;;;;;;
SQLE;85,94;92,95;99,28;135,21;122,32;100,16;;;;;;;;;
NTS;104,23;102,50;122,27;185,38;102,64;213,04;;;;;;;;;
FLJ10460;80,96;104,65;83,58;90,41;63,77;57,10;;;;;;;;;
DDX10;119,52;83,80;106,41;69,70;139,03;74,82;;;;;;;;;
TFAM;79,62;178,04;108,11;119,99;104,09;76,39;;;;;;;;;
I_961761;71,46;87,01;79,16;130,87;96,39;75,35;;;;;;;;;
I_1109437;42,32;69,63;43,31;43,23;52,48;34,09;;;;;;;;;
DKFZp762K2015;68,76;49,08;57,49;103,74;86,24;68,08;;;;;;;;;
LOXL1;91,19;98,67;71,63;59,51;58,61;44,57;;;;;;;;;
I_963635;172,14;135,53;103,87;67,88;87,70;125,15;;;;;;;;;
TLR3;109,52;150,24;267,10;230,90;136,43;147,65;;;;;;;;;
EIF2C1;108,77;92,46;71,42;88,13;120,14;95,16;;;;;;;;;
FLJ20038;51,77;62,34;61,50;111,96;98,98;63,63;;;;;;;;;
FLJ10688;102,33;45,85;81,35;90,69;114,36;119,64;;;;;;;;;
FLJ12910;56,05;96,42;60,96;116,26;94,63;61,76;;;;;;;;;
H1F4;69,32;42,53;102,85;34,61;62,61;119,27;;;;;;;;;
ORC3L;70,49;76,36;47,88;96,03;68,73;67,02;;;;;;;;;
I_963449;83,85;82,80;91,42;108,50;132,70;119,75;;;;;;;;;
CKS2;52,62;58,65;42,98;44,83;27,10;23,14;;;;;;;;;
HADHB;109,17;113,01;98,04;136,60;144,44;150,06;;;;;;;;;
KRT13;102,70;94,12;73,55;88,90;109,90;177,45;;;;;;;;;
IRF2;74,20;43,54;64,72;95,93;78,80;93,38;;;;;;;;;
CLC_2;105,25;123,91;118,39;223,41;121,36;144,03;;;;;;;;;
FAT;90,09;51,97;45,36;71,27;83,32;49,64;;;;;;;;;
IF2;120,14;78,13;54,17;103,21;89,25;69,48;;;;;;;;;
DKFZP434L0718;80,41;39,33;35,06;63,27;64,19;45,13;;;;;;;;;
REV3L;36,15;32,26;40,02;76,26;80,74;48,47;;;;;;;;;
DPP7;179,89;115,17;189,19;122,53;110,70;164,23;;;;;;;;;
MRPL19;83,16;109,22;56,87;92,71;83,22;62,48;;;;;;;;;
RPP30;97,47;86,83;66,01;90,18;74,73;68,06;;;;;;;;;
ARHGDIB;101,99;133,45;83,37;75,28;96,66;87,43;;;;;;;;;
PPGB;85,61;98,41;115,77;160,52;119,76;95,76;;;;;;;;;
FLJ20641;55,83;63,21;30,11;32,60;37,60;15,66;;;;;;;;;
MRPL50;57,57;129,37;95,89;132,77;89,11;68,38;;;;;;;;;
I_963093;75,44;67,00;54,93;39,02;71,56;52,99;;;;;;;;;
PRIM2A;79,87;23,62;25,19;36,23;45,10;22,97;;;;;;;;;
RNUT1;89,60;49,71;70,39;111,73;89,91;77,40;;;;;;;;;
DKFZP434G2226;29,94;13,00;16,64;33,47;34,99;14,57;;;;;;;;;
KIAA0433;65,82;76,77;36,48;84,58;86,23;55,57;;;;;;;;;
Spir-1;89,82;42,94;47,82;50,29;65,61;54,79;;;;;;;;;
LOC51290;64,35;88,19;50,49;77,37;58,93;48,05;;;;;;;;;
EIF2B2;103,37;113,21;140,00;140,28;129,94;100,59;;;;;;;;;
I_966077;110,23;100,62;63,86;46,57;99,53;78,52;;;;;;;;;
HT021;67,88;118,15;78,96;113,10;76,44;67,33;;;;;;;;;
FLJ20886;77,62;63,97;51,10;108,48;106,82;62,91;;;;;;;;;
GSTP1;106,14;124,18;164,00;156,68;111,04;108,14;;;;;;;;;
BBX;75,79;52,68;26,47;43,61;46,64;37,26;;;;;;;;;
RAD54B;40,38;39,62;40,25;69,33;57,81;28,68;;;;;;;;;
FLJ11088;75,83;83,38;41,03;36,82;58,14;36,76;;;;;;;;;
CYB561;149,01;146,60;184,27;156,47;112,75;169,81;;;;;;;;;
I_1109838;77,96;107,07;67,72;51,88;53,56;50,56;;;;;;;;;
NT5C3;83,24;94,75;62,90;111,42;87,77;64,77;;;;;;;;;
IF2;118,21;76,71;61,27;101,42;88,06;67,33;;;;;;;;;
FLJ11730;67,63;81,86;64,74;137,66;121,52;93,45;;;;;;;;;
FLJ13490;65,00;98,60;85,61;134,57;102,92;87,22;;;;;;;;;
NR2F1;46,56;35,19;27,12;58,21;27,27;22,35;;;;;;;;;
HDGF;119,67;82,00;58,25;74,67;74,45;71,74;;;;;;;;;
PPP1R12A;55,74;21,14;32,30;63,17;76,14;42,67;;;;;;;;;
POLR2I;151,90;144,48;152,77;105,11;91,77;105,59;;;;;;;;;
PI4KII;79,01;115,76;154,69;85,90;110,51;158,58;;;;;;;;;
STAF42;55,43;94,88;84,33;124,91;101,85;80,21;;;;;;;;;
GATM;74,89;163,81;116,72;190,28;115,44;105,35;;;;;;;;;
SIP1;64,98;73,40;60,29;113,19;100,31;67,65;;;;;;;;;
VPS28;120,14;96,91;120,37;114,46;165,14;164,93;;;;;;;;;
LOC55871;66,41;119,27;74,43;94,06;51,43;51,89;;;;;;;;;
FLJ20641;55,37;67,86;31,18;34,27;37,00;15,54;;;;;;;;;
I_958654;118,82;74,05;54,31;74,23;102,97;99,79;;;;;;;;;
GLG1;109,83;82,06;74,62;74,90;63,13;53,78;;;;;;;;;
MGC9084;73,18;192,99;140,86;137,93;104,84;90,99;;;;;;;;;
PRKAA2;76,28;43,37;50,46;86,32;67,07;56,33;;;;;;;;;
PGR1;109,85;119,04;125,92;149,84;146,17;123,37;;;;;;;;;
I_964072;87,84;33,43;38,17;60,02;78,20;46,96;;;;;;;;;
PRO1331;118,45;81,23;73,51;94,63;152,38;150,65;;;;;;;;;
TCF7;168,19;115,48;81,05;83,28;109,29;99,45;;;;;;;;;
GTR2;134,39;109,75;150,40;119,55;106,70;106,36;;;;;;;;;
CSTF2T;49,43;169,92;183,29;202,10;162,86;140,85;;;;;;;;;
C7orf11;78,29;123,26;96,29;170,77;143,25;117,38;;;;;;;;;
ATP6V1C1;69,48;122,26;82,16;112,29;93,60;88,20;;;;;;;;;
LOC51759;129,47;162,89;163,60;147,24;128,06;149,07;;;;;;;;;
FLJ11159;79,58;209,50;139,27;148,73;130,25;109,42;;;;;;;;;
FLJ20003;72,74;69,52;36,47;74,35;60,70;55,77;;;;;;;;;
DKFZp434M0331;138,34;88,33;125,96;145,99;129,38;142,77;;;;;;;;;
CCRL2;125,91;99,17;126,42;183,68;198,18;219,92;;;;;;;;;
FLJ22283;108,70;91,24;87,75;147,79;141,48;116,26;;;;;;;;;
SFTPC;115,41;98,96;118,55;153,57;116,30;190,52;;;;;;;;;
MGC5302;70,68;85,46;82,70;136,42;120,61;95,06;;;;;;;;;
N4BP1;69,87;65,14;90,76;124,44;91,79;119,56;;;;;;;;;
COL16A1;95,51;112,68;99,56;106,85;91,79;61,14;;;;;;;;;
STX3A;64,57;56,38;69,38;95,49;99,46;78,38;;;;;;;;;
MBLR;81,95;71,98;66,95;108,05;90,26;70,99;;;;;;;;;
ZNF84;66,33;105,02;97,93;136,10;73,41;100,89;;;;;;;;;
CARD9;131,77;247,69;231,53;159,60;121,39;143,78;;;;;;;;;
I_928416;77,31;113,38;104,62;88,21;80,80;69,92;;;;;;;;;
DKFZP761I172;54,22;91,59;79,29;178,08;101,51;119,40;;;;;;;;;
SLU7;94,63;170,21;177,92;181,25;146,46;131,45;;;;;;;;;
CRSP6;75,41;93,23;97,94;130,53;132,00;100,38;;;;;;;;;
KHSRP;202,04;117,17;117,78;106,13;87,06;87,91;;;;;;;;;
HARC;69,16;155,89;120,97;159,85;152,86;147,43;;;;;;;;;
LOC51112;162,20;52,53;55,58;82,20;87,33;89,92;;;;;;;;;
ARSDR1;88,67;87,59;100,08;115,51;83,44;72,48;;;;;;;;;
UTX;30,33;20,15;39,01;67,25;70,95;41,09;;;;;;;;;
SLC2A4RG;110,00;98,53;80,86;65,20;58,06;49,25;;;;;;;;;
SAE1;98,86;86,95;45,19;65,52;70,94;50,30;;;;;;;;;
OXA1L;124,13;106,01;118,88;150,04;111,36;120,18;;;;;;;;;
I_1002389;135,47;142,54;180,38;154,19;251,25;228,38;;;;;;;;;
TCERG1;89,73;46,17;34,57;56,57;51,21;35,94;;;;;;;;;
KIAA0852;122,01;77,78;84,08;123,78;128,34;94,25;;;;;;;;;
LOC55901;82,48;156,30;187,37;211,60;200,65;193,20;;;;;;;;;
GPR108;125,82;110,44;152,23;152,81;165,70;187,69;;;;;;;;;
DKFZP434B195;64,86;86,93;57,18;90,35;57,23;46,63;;;;;;;;;
C21orf66;50,89;126,44;75,77;128,87;85,63;69,36;;;;;;;;;
AMPH;113,01;80,11;67,42;64,16;93,43;74,78;;;;;;;;;
SPG7;80,21;82,05;69,20;105,73;129,46;107,04;;;;;;;;;
KIAA0942;68,79;40,13;78,36;40,60;45,29;65,17;;;;;;;;;
DDX18;82,79;80,77;56,84;111,31;101,51;73,18;;;;;;;;;
TAF1A;65,18;80,19;58,82;84,30;82,72;50,40;;;;;;;;;
C20orf11;110,32;135,37;135,52;165,31;147,67;111,49;;;;;;;;;
LOC51290;66,51;89,09;47,69;76,24;59,36;46,29;;;;;;;;;
DNAJB5;108,75;83,30;115,29;134,60;159,54;123,36;;;;;;;;;
FLJ10458;129,97;90,72;108,36;142,37;131,48;121,46;;;;;;;;;
PLAA;90,88;68,89;75,31;115,93;113,63;100,98;;;;;;;;;
I_1152045;108,09;117,51;139,06;188,73;168,22;148,54;;;;;;;;;
GLIO703;88,13;129,04;97,78;55,13;80,88;66,29;;;;;;;;;
PLCE1;111,56;63,55;60,62;53,04;67,89;57,30;;;;;;;;;
MGC5302;71,49;86,10;84,77;138,03;120,94;97,09;;;;;;;;;
JTV1;178,78;132,93;144,25;105,47;153,15;127,81;;;;;;;;;
COPS4;76,68;114,87;74,19;130,57;113,32;98,62;;;;;;;;;
COL4A3BP;90,53;42,04;61,15;107,77;64,81;79,12;;;;;;;;;
FLJ22624;38,02;57,00;36,22;41,27;30,72;15,99;;;;;;;;;
POLRMT;157,78;100,81;118,27;110,90;158,90;152,30;;;;;;;;;
RPC62;115,18;59,96;113,71;158,70;140,35;140,17;;;;;;;;;
SPTLC1;63,26;86,95;58,13;98,36;93,63;61,69;;;;;;;;;
PRKRIR;64,53;118,18;85,60;102,56;100,51;64,44;;;;;;;;;
PWP1;77,99;76,47;50,73;100,34;107,29;69,37;;;;;;;;;
TP53BPL;77,24;204,58;176,66;176,38;141,38;115,63;;;;;;;;;
IMP13;106,54;90,30;130,16;128,20;145,66;136,60;;;;;;;;;
NSBP1;86,25;131,84;117,82;166,51;104,27;88,84;;;;;;;;;
CPS1;98,61;96,88;70,62;59,52;68,57;58,03;;;;;;;;;
RAMP;85,91;41,41;47,47;85,22;73,87;31,81;;;;;;;;;
RNGTT;95,51;49,98;46,92;43,11;56,72;33,63;;;;;;;;;
ATP6V1F;96,88;133,82;164,89;155,60;208,19;170,20;;;;;;;;;
MDH1;63,52;127,44;101,03;131,17;136,25;109,31;;;;;;;;;
WHSC1;101,02;74,04;56,24;47,12;54,80;45,91;;;;;;;;;
I_966457;120,51;100,47;92,83;78,80;96,74;102,35;;;;;;;;;
I_1000315;97,31;70,88;83,26;56,41;103,23;93,71;;;;;;;;;
ESM1;70,44;167,64;96,91;89,25;134,78;83,04;;;;;;;;;
LOC51290;65,38;90,99;49,85;77,23;57,62;47,99;;;;;;;;;
PDEF;183,42;124,35;211,18;125,07;120,42;162,20;;;;;;;;;
ING1L;54,73;124,84;85,93;113,07;68,21;49,37;;;;;;;;;
EML1;77,08;54,60;32,50;53,99;52,27;43,82;;;;;;;;;
KIAA0111;112,14;194,84;163,95;151,43;136,66;89,90;;;;;;;;;
RFP2;82,74;219,99;186,48;221,82;221,76;180,26;;;;;;;;;
CTSB;71,32;105,41;110,27;105,55;82,10;57,01;;;;;;;;;
I_964005;78,08;53,25;56,96;78,95;90,55;62,49;;;;;;;;;
I_1000061;48,52;60,52;55,82;98,81;85,72;54,24;;;;;;;;;
LOC51643;83,57;111,09;82,65;122,00;152,78;139,76;;;;;;;;;
FLJ11159;76,06;212,94;135,74;151,74;128,64;113,98;;;;;;;;;
C3;127,23;109,94;125,57;119,70;81,92;131,61;;;;;;;;;
SETMAR;83,31;142,65;128,11;105,66;103,13;82,07;;;;;;;;;
FLJ13611;59,77;71,06;61,36;111,25;112,67;84,24;;;;;;;;;
LOC51290;64,27;92,71;50,97;77,31;57,22;48,39;;;;;;;;;
PRDM10;62,81;42,90;71,13;121,93;77,40;73,28;;;;;;;;;
RAD50;91,76;57,61;45,86;86,08;123,50;87,23;;;;;;;;;
I_1109618;63,48;127,48;120,14;130,49;77,81;89,40;;;;;;;;;
FOSL2;80,49;88,82;113,17;129,54;163,86;116,83;;;;;;;;;
BLP2;96,61;118,53;104,60;129,06;117,26;106,01;;;;;;;;;
MYH3;74,08;111,38;100,58;61,58;77,44;83,38;;;;;;;;;
ANAPC11;83,06;117,18;106,57;90,18;70,15;76,23;;;;;;;;;
MGC4342;119,60;111,38;75,69;78,76;78,07;51,05;;;;;;;;;
I_958138;72,76;98,10;84,83;128,97;107,24;76,46;;;;;;;;;
I_1152328;71,47;127,89;123,93;135,45;89,01;92,16;;;;;;;;;
Eu-HMTase1;79,08;30,82;49,50;62,66;93,74;65,61;;;;;;;;;
RAB1A;89,09;76,47;54,46;109,15;107,92;76,62;;;;;;;;;
UCHL1;63,71;107,16;105,57;125,36;95,59;68,22;;;;;;;;;
RPL3;126,97;118,50;107,28;90,79;60,56;57,62;;;;;;;;;
FLJ20188;89,91;144,41;127,52;131,14;115,66;99,60;;;;;;;;;
EGR2;215,99;143,87;107,33;225,51;244,65;257,39;;;;;;;;;
I_962003;117,98;130,38;88,35;90,63;66,66;55,13;;;;;;;;;
FEM1A;54,06;144,64;105,62;92,32;93,43;87,57;;;;;;;;;
RBM9;93,95;46,62;56,54;69,36;74,61;86,13;;;;;;;;;
ABCE1;88,01;70,22;45,59;80,13;81,95;57,41;;;;;;;;;
RALA;71,45;50,53;48,70;89,94;94,39;80,11;;;;;;;;;
CSNK1E;96,64;72,97;76,16;112,61;114,57;105,99;;;;;;;;;
COL6A1;134,29;99,70;106,06;82,62;63,64;39,38;;;;;;;;;
I_935807;48,71;98,10;58,16;79,56;66,57;51,60;;;;;;;;;
RBM4;128,97;254,67;246,00;108,29;124,44;141,74;;;;;;;;;
I_958545;152,34;88,36;127,68;146,34;135,78;116,58;;;;;;;;;
I_1152000;65,88;116,79;110,54;132,56;81,60;91,30;;;;;;;;;
FLJ20397;115,29;85,97;67,57;83,84;87,11;84,32;;;;;;;;;
TULP3;78,46;77,85;105,52;126,81;115,37;135,99;;;;;;;;;
I_956882;51,53;63,75;29,38;43,06;45,33;22,54;;;;;;;;;
ZNF225;68,51;118,30;123,92;134,61;84,99;97,99;;;;;;;;;
RSC1A1;99,11;74,27;111,05;152,98;115,24;116,11;;;;;;;;;
ZNF230;126,17;190,34;139,08;168,46;111,75;106,65;;;;;;;;;
DKFZp762K2015;64,91;43,93;55,53;103,32;88,26;67,55;;;;;;;;;
I_1152283;91,29;93,05;91,13;118,02;93,85;94,21;;;;;;;;;
MGC5347;84,45;137,06;130,45;132,68;124,32;79,36;;;;;;;;;
FLJ10803;70,41;106,07;72,58;62,09;63,21;59,03;;;;;;;;;
I_962628;76,82;51,94;37,34;82,02;86,33;65,63;;;;;;;;;
ALP;75,80;191,36;149,03;145,91;94,11;107,24;;;;;;;;;
I_1100080;57,82;137,79;135,60;122,30;107,07;92,57;;;;;;;;;
CPS1;103,16;83,85;58,10;63,31;72,54;58,66;;;;;;;;;
I_1110051;80,03;89,04;96,94;134,75;108,16;95,73;;;;;;;;;
NDUFS4;68,13;114,21;61,79;61,24;52,20;45,61;;;;;;;;;
APC4;70,37;81,97;61,89;106,29;72,37;76,95;;;;;;;;;
ADA;124,71;120,75;122,39;122,31;198,32;203,71;;;;;;;;;
AD24;71,56;49,57;49,84;98,81;103,03;67,73;;;;;;;;;
SE20-4;112,46;135,10;172,71;168,80;148,92;142,65;;;;;;;;;
AKR1A1;151,81;172,40;187,39;171,85;185,31;288,12;;;;;;;;;
FLJ10702;59,98;100,33;156,99;71,67;114,17;153,25;;;;;;;;;
ASK;52,30;79,71;47,09;52,07;46,74;23,20;;;;;;;;;
LOC51177;126,30;89,83;90,68;80,15;91,06;104,52;;;;;;;;;
HNRPH1;55,45;82,01;51,54;50,91;61,43;29,39;;;;;;;;;
FLJ12888;45,44;108,50;73,91;112,89;72,80;37,61;;;;;;;;;
TCF7L2;82,86;23,53;47,58;58,31;73,08;54,12;;;;;;;;;
FLJ11753;81,92;79,54;54,93;41,02;70,27;45,37;;;;;;;;;
DKFZP564A022;88,15;91,48;71,98;107,92;115,42;99,84;;;;;;;;;
E2F5;75,09;65,97;62,53;92,29;109,56;78,12;;;;;;;;;
MGC8974;67,66;72,68;76,79;105,84;80,96;77,97;;;;;;;;;
FLJ11785;69,61;94,69;58,07;137,86;131,50;104,24;;;;;;;;;
LOC51690;74,80;143,75;107,11;104,04;119,24;115,62;;;;;;;;;
I_966747;74,27;125,57;121,69;179,33;110,59;99,03;;;;;;;;;
I_1109426;123,91;96,91;81,55;67,81;97,89;72,20;;;;;;;;;
AD022;75,36;138,57;109,26;173,41;116,51;108,18;;;;;;;;;
FLJ10038;89,68;97,79;91,28;172,72;113,80;113,56;;;;;;;;;
C5orf3;75,62;88,87;60,94;121,11;103,98;89,37;;;;;;;;;
SR-BP1;76,17;115,99;177,33;77,52;109,59;162,47;;;;;;;;;
I_959311;133,09;109,75;140,99;158,65;214,11;166,19;;;;;;;;;
MSTP028;80,90;116,56;117,89;113,26;92,56;70,81;;;;;;;;;
VIT1;69,96;34,26;48,57;75,38;72,32;59,93;;;;;;;;;
SNRPG;56,13;109,01;54,01;83,40;69,46;70,37;;;;;;;;;
PSME2;112,63;143,58;141,27;166,95;130,01;162,34;;;;;;;;;
RNF25;130,11;148,38;174,75;131,77;102,62;144,71;;;;;;;;;
PPP1CC;78,73;54,73;43,33;84,63;87,83;57,81;;;;;;;;;
NOT56L;186,65;123,88;164,54;121,82;187,11;205,00;;;;;;;;;
PCNT2;82,59;51,76;48,03;70,79;54,84;50,50;;;;;;;;;
ACTL6;169,53;108,37;88,34;53,17;69,67;80,16;;;;;;;;;
ARNTL;46,22;22,49;58,72;99,48;94,88;58,94;;;;;;;;;
GNG11;50,51;104,96;65,99;98,90;99,73;110,70;;;;;;;;;
KIAA1084;73,11;85,16;97,71;131,19;92,32;86,04;;;;;;;;;
C11orf14;137,61;107,91;69,64;81,81;89,14;78,67;;;;;;;;;
MAP1A_1BLC3;100,13;178,93;220,97;194,83;140,63;140,46;;;;;;;;;
FLJ11200;95,25;93,03;71,15;109,98;83,52;94,64;;;;;;;;;
I_1152325;70,76;42,33;35,95;69,56;60,54;49,61;;;;;;;;;
NDUFA5;74,69;137,87;89,16;144,80;85,39;97,43;;;;;;;;;
CRFG;87,23;95,12;101,18;135,99;118,69;81,56;;;;;;;;;
PIGC;97,27;168,84;179,49;197,96;113,82;113,48;;;;;;;;;
LOC51290;65,77;85,07;45,71;78,63;56,42;48,54;;;;;;;;;
F3;63,91;75,10;40,20;85,36;59,17;43,83;;;;;;;;;
MLF2;109,74;108,84;141,93;168,80;165,06;142,74;;;;;;;;;
I_928578;72,02;64,91;38,63;69,78;88,53;68,06;;;;;;;;;
MRPL16;79,38;119,16;94,72;155,60;103,34;89,42;;;;;;;;;
TP53;125,72;111,42;124,59;114,56;124,85;151,36;;;;;;;;;
KIAA0036;61,10;52,09;54,51;106,88;115,40;81,38;;;;;;;;;
GALNT6;116,29;93,67;85,78;77,99;82,05;94,67;;;;;;;;;
NCBP1;86,15;68,35;38,76;75,56;85,12;62,94;;;;;;;;;
I_929363;86,44;82,34;41,10;60,35;74,82;69,57;;;;;;;;;
GNG10;44,98;114,11;62,64;88,69;79,12;66,18;;;;;;;;;
NUDE1;87,19;46,22;66,73;74,18;103,34;86,84;;;;;;;;;
KRTHA5;114,34;104,96;114,69;93,80;118,52;116,46;;;;;;;;;
EIF2S3;118,20;140,33;104,05;69,35;73,18;96,39;;;;;;;;;
I_964074;113,72;132,62;134,55;128,93;75,74;73,67;;;;;;;;;
ZNF274;73,14;110,20;110,74;139,67;97,75;83,58;;;;;;;;;
HSPC067;58,47;98,75;61,85;106,13;80,04;68,42;;;;;;;;;
MGC5302;67,34;85,11;84,08;136,94;125,97;92,87;;;;;;;;;
ACAT1;84,56;128,03;83,16;115,04;135,44;135,92;;;;;;;;;
GSPT2;154,02;143,79;101,70;91,70;144,01;108,86;;;;;;;;;
MGC14832;100,75;134,62;140,04;145,22;140,02;120,72;;;;;;;;;
MGEA5;63,57;69,70;68,37;102,14;85,14;67,89;;;;;;;;;
VCL;107,04;66,50;61,29;44,10;69,74;69,02;;;;;;;;;
MGC5297;72,53;156,70;111,45;130,62;96,36;70,51;;;;;;;;;
IL2RB;85,58;76,91;84,02;59,88;85,97;78,28;;;;;;;;;
I_933170;81,14;131,55;141,67;142,61;72,51;105,31;;;;;;;;;
ANKRA2;106,20;193,64;200,96;194,06;181,56;171,11;;;;;;;;;
SLC22A5;117,26;106,23;111,09;165,27;141,62;116,83;;;;;;;;;
PFDN2;116,73;160,31;83,10;84,09;90,12;87,00;;;;;;;;;
CML66;62,77;44,60;35,80;67,28;67,75;46,85;;;;;;;;;
FLJ12619;98,06;78,88;64,36;130,15;128,74;93,49;;;;;;;;;
THBS2;218,52;162,22;158,30;104,59;147,72;111,90;;;;;;;;;
FLJ20272;111,41;48,32;39,37;52,43;42,95;45,52;;;;;;;;;
RAI14;66,95;36,24;20,16;36,71;36,36;23,85;;;;;;;;;
I_1152190;127,07;149,01;131,55;197,92;138,13;149,79;;;;;;;;;
I_959237;130,16;195,92;148,09;102,33;127,67;124,58;;;;;;;;;
I_932268;55,33;113,73;155,58;67,39;119,02;166,90;;;;;;;;;
SPR;133,06;198,66;209,98;214,92;187,60;226,94;;;;;;;;;
ADAM8;101,87;110,18;87,05;69,88;56,28;63,55;;;;;;;;;
FACL4;97,60;68,93;44,76;51,27;70,03;61,66;;;;;;;;;
SFRS2IP;88,49;59,51;73,92;89,18;112,36;92,34;;;;;;;;;
I_960198;100,33;156,74;133,60;169,36;173,56;158,17;;;;;;;;;
I_1152224;104,07;50,56;49,46;79,20;66,37;51,13;;;;;;;;;
N6AMT1;96,11;129,69;83,92;73,78;94,55;86,65;;;;;;;;;
I_936382;122,00;64,79;69,97;99,97;100,41;82,06;;;;;;;;;
FLJ14054;72,41;62,97;59,28;100,99;97,95;73,49;;;;;;;;;
I_932044;83,69;126,95;93,63;115,57;101,71;85,75;;;;;;;;;
FLJ10134;36,86;36,86;30,75;40,98;32,06;22,09;;;;;;;;;
TRADD;88,09;86,67;107,65;147,48;111,45;101,89;;;;;;;;;
FLJ21347;124,23;117,22;142,05;146,61;140,92;188,43;;;;;;;;;
SNX4;49,79;58,26;63,19;124,10;109,91;86,48;;;;;;;;;
I_957508;81,43;63,19;51,09;104,29;91,69;61,99;;;;;;;;;
RHEB2;57,89;78,70;39,71;63,58;61,80;47,02;;;;;;;;;
DDX28;95,37;207,06;183,59;142,45;153,69;119,65;;;;;;;;;
